state,district,year,suicide_count,rainfall_mm,yield_kg_ha,debt_per_farmer,msp_gap_percent,insurance_coverage_percent,crop_failure_percent,risk_level
Punjab,Warangal,2021,106,1196,1280,217877,24,71,63,High
Maharashtra,Yavatmal,2020,104,791,4580,235380,13,6,34,High
Andhra Pradesh,Yavatmal,2016,140,1399,3723,243493,25,53,70,High
Karnataka,Sangrur,2016,128,1712,2005,101356,25,30,72,High
Rajasthan,Sangrur,2022,68,1580,4727,142036,7,56,47,Medium
Punjab,Kurnool,2016,5,737,3202,142313,42,50,11,Low
Karnataka,Kurnool,2021,134,1131,1485,137967,24,12,58,High
Maharashtra,Bidar,2019,101,1594,4677,265161,14,33,36,High
Andhra Pradesh,Nagaur,2019,8,1665,1838,158406,45,84,28,Low
Rajasthan,Nagaur,2019,5,524,4576,51576,31,81,29,Low
Karnataka,Sangrur,2018,17,1543,3887,252428,9,46,7,Low
Telangana,Bidar,2017,5,1381,4885,147569,29,77,27,Low
Maharashtra,Yavatmal,2018,106,964,2717,120748,10,57,66,High
Maharashtra,Warangal,2020,57,1104,3451,127382,28,88,65,Medium
Karnataka,Sangrur,2015,83,416,1627,296285,15,68,45,Medium
Karnataka,Yavatmal,2017,146,839,2507,210175,44,20,59,High
Punjab,Nagaur,2021,107,1211,2294,273466,5,83,68,High
Andhra Pradesh,Sangrur,2019,67,693,2098,84225,38,45,50,Medium
Punjab,Sangrur,2018,113,306,3096,81360,41,52,79,High
Karnataka,Warangal,2018,149,797,4700,186323,36,32,77,High
Telangana,Sangrur,2022,107,1633,3083,228360,20,62,65,High
Punjab,Nagaur,2022,47,918,2132,199331,41,57,36,Medium
Telangana,Warangal,2019,155,1789,3481,283608,22,26,66,High
Telangana,Kurnool,2020,110,901,2620,125419,35,77,78,High
Andhra Pradesh,Yavatmal,2018,59,475,1237,51602,43,62,51,Medium
Maharashtra,Sangrur,2015,29,510,2146,201236,22,20,4,Low
Andhra Pradesh,Nagaur,2021,156,1335,2890,221824,46,36,74,High
Karnataka,Kurnool,2019,34,661,4720,157904,40,22,9,Low
Rajasthan,Bidar,2021,156,689,1631,224716,19,8,57,High
Telangana,Sangrur,2020,91,925,1061,75929,42,49,58,Medium
Maharashtra,Bidar,2015,50,1297,1460,176115,18,56,37,Medium
Telangana,Yavatmal,2018,65,1697,2604,121038,49,13,32,Medium
Rajasthan,Sangrur,2020,35,413,3251,192434,30,61,30,Low
Maharashtra,Yavatmal,2020,5,814,1429,182131,29,55,13,Low
Telangana,Sangrur,2021,87,770,2416,31468,45,48,64,Medium
Maharashtra,Yavatmal,2019,73,357,2129,277113,47,38,30,Medium
Rajasthan,Nagaur,2021,128,696,2538,228681,28,57,70,High
Telangana,Yavatmal,2015,5,1109,3763,261408,40,70,11,Low
Maharashtra,Yavatmal,2016,138,896,3147,259991,48,26,53,High
Punjab,Kurnool,2018,55,841,2287,105361,13,24,25,Medium
Andhra Pradesh,Sangrur,2021,89,627,3258,288970,44,30,27,Medium
Maharashtra,Yavatmal,2019,5,466,4771,247256,37,87,16,Low
Maharashtra,Warangal,2022,73,405,3779,196862,17,32,33,Medium
Karnataka,Sangrur,2016,74,416,1797,271356,43,37,26,Medium
Karnataka,Bidar,2020,67,1692,3693,188253,42,22,27,Medium
Telangana,Yavatmal,2015,28,745,2948,232821,18,26,6,Low
Telangana,Sangrur,2020,26,1601,2586,125335,29,17,10,Low
Telangana,Yavatmal,2015,139,1080,1225,288789,7,63,70,High
Karnataka,Sangrur,2017,170,1533,1614,226936,16,9,67,High
Karnataka,Nagaur,2018,9,1264,1128,86017,16,81,41,Low
Andhra Pradesh,Kurnool,2022,14,1243,4095,124346,33,39,15,Low
Karnataka,Sangrur,2022,120,1515,2695,105839,6,28,66,High
Punjab,Yavatmal,2019,113,1518,1505,219773,29,52,65,High
Rajasthan,Yavatmal,2016,52,1716,3853,124968,5,25,27,Medium
Punjab,Nagaur,2021,186,1323,1555,229294,44,7,76,High
Telangana,Yavatmal,2022,39,601,3773,180685,9,13,11,Low
Punjab,Sangrur,2015,11,1261,3775,66445,41,64,31,Low
Karnataka,Yavatmal,2022,104,916,1538,98322,6,25,58,High
Telangana,Kurnool,2019,49,1160,2043,160364,42,24,25,Medium
Karnataka,Yavatmal,2020,50,1646,3784,144176,9,17,19,Medium
Karnataka,Bidar,2017,157,1614,3379,126516,38,26,77,High
Rajasthan,Sangrur,2018,153,1120,3515,195278,9,37,72,High
Telangana,Warangal,2022,77,1183,1331,118780,49,43,46,Medium
Telangana,Bidar,2022,77,770,4455,90091,36,19,36,Medium
Andhra Pradesh,Nagaur,2022,5,468,4401,119367,22,53,18,Low
Telangana,Yavatmal,2019,25,359,4382,251711,39,86,29,Low
Karnataka,Bidar,2015,12,700,4350,188698,21,62,14,Low
Rajasthan,Sangrur,2019,41,1682,2463,229121,27,66,33,Medium
Maharashtra,Bidar,2015,59,316,2554,270346,10,38,25,Medium
Maharashtra,Yavatmal,2022,5,1158,2423,184841,34,84,7,Low
Punjab,Yavatmal,2022,57,1747,3045,163922,25,54,43,Medium
Karnataka,Bidar,2020,139,1606,3451,259016,6,13,53,High
Punjab,Warangal,2020,27,402,1992,100400,41,74,45,Low
Andhra Pradesh,Yavatmal,2015,23,805,4253,147369,35,63,29,Low
Karnataka,Nagaur,2022,24,1743,3815,164585,28,67,25,Low
Maharashtra,Nagaur,2016,102,1360,2817,87480,39,68,72,High
Rajasthan,Yavatmal,2020,5,1790,1925,82066,47,67,11,Low
Telangana,Nagaur,2021,135,702,1395,59086,47,41,79,High
Punjab,Yavatmal,2018,68,1453,1083,190014,8,54,38,Medium
Punjab,Warangal,2022,5,422,4719,147174,18,78,9,Low
Punjab,Warangal,2018,52,1234,2101,202106,43,29,21,Medium
Punjab,Sangrur,2022,5,1409,2172,33771,48,54,23,Low
Andhra Pradesh,Warangal,2018,154,1145,2991,284472,39,25,58,High
Karnataka,Sangrur,2015,155,811,3896,89946,35,10,78,High
Telangana,Warangal,2018,19,1560,2857,178878,27,33,7,Low
Telangana,Nagaur,2015,5,1739,4053,57909,31,86,24,Low
Maharashtra,Sangrur,2020,139,1057,4095,177776,22,48,76,High
Telangana,Warangal,2021,108,1793,1745,158041,32,86,78,High
Telangana,Yavatmal,2020,87,1560,3356,37642,40,9,49,Medium
Rajasthan,Yavatmal,2015,113,1616,1737,180534,44,43,62,High
Telangana,Nagaur,2019,22,1053,1485,212225,48,29,7,Low
Telangana,Kurnool,2017,5,1175,4806,207129,24,87,11,Low
Punjab,Kurnool,2021,17,665,2313,281753,23,62,9,Low
Punjab,Yavatmal,2015,31,1115,3220,275993,29,82,25,Low
Punjab,Yavatmal,2021,29,623,4058,194052,18,37,10,Low
Rajasthan,Nagaur,2017,36,404,2489,68346,6,80,54,Low
Punjab,Sangrur,2022,5,1544,1378,164365,6,77,2,Low
Maharashtra,Yavatmal,2018,67,482,1711,248980,37,10,19,Medium
Punjab,Warangal,2015,13,809,2575,97359,9,21,8,Low
Maharashtra,Bidar,2022,102,386,4490,211446,19,57,54,High
Maharashtra,Bidar,2017,5,1063,1701,54502,28,50,22,Low
Punjab,Sangrur,2015,78,1625,1037,252343,41,44,34,Medium
Telangana,Bidar,2015,90,607,2397,159999,33,13,33,Medium
Andhra Pradesh,Kurnool,2019,130,1152,2220,41017,10,17,65,High
Karnataka,Nagaur,2022,23,1268,1368,65010,15,16,10,Low
Karnataka,Bidar,2017,141,1769,1629,230867,43,57,78,High
Karnataka,Nagaur,2018,43,1576,1797,129083,39,81,52,Medium
Punjab,Warangal,2018,89,1403,4718,137338,37,62,64,Medium
Telangana,Sangrur,2021,81,530,1873,57197,30,77,77,Medium
Karnataka,Warangal,2015,123,429,3188,155342,33,32,60,High
Karnataka,Warangal,2016,5,1463,3404,88008,17,89,31,Low
Maharashtra,Sangrur,2020,111,1712,4724,128971,47,51,71,High
Punjab,Nagaur,2019,42,1442,4057,169861,12,85,52,Medium
Rajasthan,Bidar,2016,70,1527,4951,188957,31,12,23,Medium
Andhra Pradesh,Bidar,2022,42,934,1253,115468,24,20,17,Medium
Punjab,Nagaur,2020,74,1504,3908,100248,40,35,44,Medium
Karnataka,Bidar,2021,159,987,1395,142223,29,22,79,High
Maharashtra,Warangal,2017,102,415,4234,210449,42,58,62,High
Maharashtra,Bidar,2022,116,1193,2881,88453,35,14,56,High
Andhra Pradesh,Warangal,2020,66,432,3838,197610,33,84,54,Medium
Rajasthan,Sangrur,2018,73,990,2357,296278,41,54,34,Medium
Rajasthan,Bidar,2021,16,1377,2963,166225,11,66,23,Low
Rajasthan,Bidar,2019,150,1318,4283,270491,34,21,59,High
Punjab,Warangal,2022,37,344,4179,208394,40,67,32,Low
Punjab,Nagaur,2020,136,1702,1488,243678,38,21,54,High
Andhra Pradesh,Sangrur,2017,5,893,3228,102178,23,51,6,Low
Maharashtra,Warangal,2022,165,982,2318,171707,49,14,71,High
Karnataka,Bidar,2018,136,1088,1292,75591,29,11,71,High
Maharashtra,Sangrur,2015,5,1335,1034,67310,8,61,13,Low
Maharashtra,Kurnool,2021,127,643,2103,252603,38,75,75,High
Maharashtra,Bidar,2017,82,495,2866,111948,6,20,39,Medium
Andhra Pradesh,Bidar,2019,175,1239,2659,197442,11,12,77,High
Maharashtra,Bidar,2020,119,1014,4031,271605,30,75,70,High
Andhra Pradesh,Sangrur,2021,27,623,2721,181152,41,65,30,Low
Karnataka,Bidar,2015,146,1450,1192,147265,14,15,65,High
Andhra Pradesh,Warangal,2015,8,1375,4778,114433,45,82,31,Low
Rajasthan,Kurnool,2018,8,1296,3969,198756,21,29,2,Low
Telangana,Warangal,2020,131,799,2684,276476,41,30,55,High
Telangana,Bidar,2020,73,1379,1227,194909,20,20,29,Medium
Punjab,Bidar,2017,27,652,4137,293246,26,78,22,Low
Karnataka,Sangrur,2019,141,1612,2924,124937,17,31,78,High
Punjab,Bidar,2020,51,1294,2583,51182,18,16,28,Medium
Andhra Pradesh,Sangrur,2015,72,1107,3224,164484,27,88,64,Medium
Karnataka,Bidar,2016,45,501,2353,188058,10,80,43,Medium
Andhra Pradesh,Nagaur,2015,84,689,1433,266668,19,76,51,Medium
Rajasthan,Kurnool,2020,74,1569,1738,268697,5,64,46,Medium
Maharashtra,Warangal,2020,5,1078,3315,65825,43,75,11,Low
Telangana,Bidar,2019,5,1469,4496,56751,35,59,10,Low
Rajasthan,Sangrur,2017,38,714,1197,211303,15,19,10,Low
Karnataka,Yavatmal,2016,86,370,1910,50369,22,6,43,Medium
Rajasthan,Nagaur,2016,35,432,4466,137584,38,5,2,Low
Andhra Pradesh,Kurnool,2022,5,1647,4966,126651,26,24,1,Low
Rajasthan,Warangal,2019,9,323,4003,218726,17,84,24,Low
Rajasthan,Yavatmal,2016,55,1659,1421,203805,5,79,51,Medium
Punjab,Kurnool,2019,18,1148,4769,43877,43,46,28,Low
Punjab,Warangal,2016,44,1510,3025,61629,16,51,42,Medium
Maharashtra,Sangrur,2015,73,355,4324,118697,46,6,30,Medium
Telangana,Sangrur,2015,51,1101,1109,125872,13,88,53,Medium
Telangana,Warangal,2022,42,856,4523,157880,45,26,18,Medium
Maharashtra,Sangrur,2021,94,945,3770,176479,11,84,69,High
Karnataka,Sangrur,2019,51,786,4282,56613,41,85,64,Medium
Andhra Pradesh,Kurnool,2015,5,1097,1238,193347,22,78,24,Low
Andhra Pradesh,Warangal,2019,39,1725,3812,87175,6,52,33,Low
Karnataka,Warangal,2017,69,1316,3022,283564,14,69,42,Medium
Telangana,Sangrur,2015,7,1217,3367,166262,27,29,6,Low
Karnataka,Warangal,2019,34,524,2842,114667,10,41,31,Low
Karnataka,Nagaur,2019,51,1765,1013,90148,19,12,26,Medium
Andhra Pradesh,Warangal,2018,70,745,4279,279301,16,84,51,Medium
Rajasthan,Yavatmal,2019,5,938,1849,68409,46,43,1,Low
Andhra Pradesh,Bidar,2021,58,1199,3235,52419,14,38,48,Medium
Maharashtra,Kurnool,2016,5,1388,1332,109360,9,84,15,Low
Telangana,Kurnool,2017,123,1692,4937,271435,46,65,64,High
Karnataka,Yavatmal,2022,51,1216,1716,298602,9,74,30,Medium
Punjab,Warangal,2022,116,1268,4201,123476,5,8,54,High
Karnataka,Nagaur,2021,5,1783,4529,30801,47,78,22,Low
Maharashtra,Yavatmal,2020,88,1429,3959,191792,12,52,50,Medium
Andhra Pradesh,Warangal,2022,21,1653,4629,207476,23,42,11,Low
Telangana,Warangal,2019,87,1149,4896,295033,38,30,30,Medium
Rajasthan,Sangrur,2021,117,1058,4139,299756,10,82,68,High
Karnataka,Sangrur,2019,43,1502,3800,154746,20,34,25,Medium
Punjab,Yavatmal,2022,106,1668,1530,185049,45,27,47,High
Karnataka,Yavatmal,2016,157,443,4656,285564,39,45,77,High
Punjab,Bidar,2022,76,1553,4167,180453,44,32,37,Medium
Karnataka,Bidar,2016,136,738,2155,171154,14,51,75,High
Rajasthan,Warangal,2019,47,1212,3511,268922,45,71,29,Medium
Telangana,Nagaur,2016,51,1633,4102,229783,46,62,30,Medium
Telangana,Sangrur,2017,40,1559,1853,125696,40,21,14,Low
Karnataka,Nagaur,2020,79,1216,4748,43450,24,39,53,Medium
Rajasthan,Sangrur,2018,106,947,4075,226701,48,52,52,High
Telangana,Warangal,2017,118,504,3428,181043,16,77,77,High
Maharashtra,Nagaur,2016,43,850,4547,86176,17,81,58,Medium
Maharashtra,Nagaur,2020,88,1016,4641,178348,24,19,33,Medium
Rajasthan,Nagaur,2019,38,1257,1762,202687,6,85,43,Low
Telangana,Sangrur,2019,67,1591,1595,160381,20,63,49,Medium
Karnataka,Sangrur,2020,142,1612,2821,117566,22,27,78,High
Andhra Pradesh,Nagaur,2021,70,1522,2294,38749,42,50,56,Medium
Punjab,Kurnool,2021,88,1284,2587,42213,28,61,66,Medium
Karnataka,Bidar,2020,139,372,2889,209000,27,9,55,High
Rajasthan,Kurnool,2018,115,1640,2806,57328,26,7,54,High
Telangana,Yavatmal,2021,84,1684,1337,197984,43,69,57,Medium
Karnataka,Kurnool,2021,28,382,3104,198206,39,80,30,Low
Andhra Pradesh,Sangrur,2015,60,421,1040,76246,30,6,23,Medium
Karnataka,Kurnool,2018,115,1222,2842,103535,21,42,65,High
Punjab,Bidar,2019,18,920,4790,158938,48,72,33,Low
Punjab,Bidar,2016,5,1679,1147,138541,45,79,12,Low
Rajasthan,Warangal,2022,75,528,2598,246915,29,16,21,Medium
Karnataka,Nagaur,2016,5,1412,4426,155555,36,53,14,Low
Karnataka,Bidar,2017,56,1136,1388,291602,23,27,9,Medium
Karnataka,Yavatmal,2020,197,556,4417,277481,29,20,79,High
Telangana,Nagaur,2019,58,1475,3670,51686,19,87,72,Medium
Maharashtra,Sangrur,2016,167,654,2750,276256,12,27,68,High
Andhra Pradesh,Yavatmal,2019,58,1644,1323,32431,36,85,64,Medium
Andhra Pradesh,Warangal,2016,154,1703,2426,235463,49,15,59,High
Maharashtra,Bidar,2017,5,1255,1584,55651,32,69,17,Low
Maharashtra,Kurnool,2020,134,1288,4281,266974,42,74,76,High
Telangana,Yavatmal,2020,96,1599,4406,193944,14,14,39,High
Punjab,Yavatmal,2017,115,1786,2748,150627,41,60,76,High
Karnataka,Yavatmal,2019,59,391,4862,259484,44,48,24,Medium
Maharashtra,Yavatmal,2020,106,972,2551,217965,47,86,71,High
Maharashtra,Nagaur,2020,5,658,2942,88601,47,61,9,Low
Karnataka,Kurnool,2016,37,430,3850,54544,25,68,52,Low
Karnataka,Sangrur,2021,25,1419,1773,206637,49,89,32,Low
Punjab,Bidar,2018,5,1034,4028,177937,19,82,19,Low
Rajasthan,Nagaur,2018,25,884,3916,42755,38,42,26,Low
Telangana,Kurnool,2021,81,1396,3015,229988,10,82,58,Medium
Punjab,Warangal,2017,83,1086,1148,102914,28,30,45,Medium
Maharashtra,Warangal,2018,77,1224,2296,39795,48,65,68,Medium
Karnataka,Sangrur,2021,142,1069,3040,180616,10,30,72,High
Punjab,Bidar,2016,59,556,2212,110770,8,45,37,Medium
Rajasthan,Yavatmal,2017,24,867,4033,289405,45,87,30,Low
Punjab,Warangal,2016,23,1042,4543,73013,42,45,27,Low
Andhra Pradesh,Bidar,2015,32,543,1326,129290,19,17,11,Low
Maharashtra,Nagaur,2018,5,1544,3120,46105,8,50,18,Low
Karnataka,Kurnool,2021,132,423,4081,264824,35,32,60,High
Rajasthan,Nagaur,2016,36,1540,1910,80893,11,28,27,Low
Rajasthan,Nagaur,2017,98,466,4006,291401,5,8,29,High
Punjab,Yavatmal,2020,122,694,2097,234986,21,40,56,High
Maharashtra,Kurnool,2019,58,1588,1138,165797,10,81,56,Medium
Punjab,Yavatmal,2018,19,1273,1639,92894,9,62,36,Low
Maharashtra,Yavatmal,2016,43,1148,3973,258748,5,69,33,Medium
Karnataka,Yavatmal,2019,117,1287,2440,159380,45,34,57,High
Karnataka,Bidar,2018,14,368,2751,215221,29,69,25,Low
Maharashtra,Yavatmal,2017,99,348,2682,206443,47,33,50,High
Karnataka,Bidar,2018,118,1689,1419,52076,21,53,76,High
Maharashtra,Sangrur,2017,86,356,4633,243968,41,50,42,Medium
Karnataka,Sangrur,2021,125,1471,1229,235591,20,69,73,High
Karnataka,Nagaur,2015,65,1799,4644,103309,31,78,61,Medium
Rajasthan,Bidar,2017,5,536,4810,289252,25,78,7,Low
Punjab,Warangal,2021,103,772,4742,238851,40,58,54,High
Andhra Pradesh,Sangrur,2020,54,1729,1116,207946,41,50,35,Medium
Andhra Pradesh,Yavatmal,2015,59,446,1121,275840,49,30,22,Medium
Telangana,Warangal,2017,111,1744,2345,169152,44,42,61,High
Andhra Pradesh,Sangrur,2019,52,763,1911,68314,46,81,57,Medium
Punjab,Nagaur,2018,94,952,2298,196866,49,58,61,High
Maharashtra,Yavatmal,2017,93,1785,4151,185146,37,11,31,High
Rajasthan,Nagaur,2021,111,1799,2972,128066,21,10,49,High
Maharashtra,Bidar,2021,32,322,1565,159789,9,63,36,Low
Maharashtra,Bidar,2015,5,1234,2113,298227,49,80,1,Low
Andhra Pradesh,Warangal,2016,26,1494,4138,226604,48,36,10,Low
Andhra Pradesh,Warangal,2016,5,327,2972,226211,8,83,17,Low
Punjab,Yavatmal,2021,107,1301,3231,294320,39,68,58,High
Karnataka,Sangrur,2017,6,766,3332,289488,40,65,4,Low
Rajasthan,Yavatmal,2017,9,716,4989,296626,27,89,23,Low
Andhra Pradesh,Kurnool,2017,5,512,4353,91480,39,42,11,Low
Andhra Pradesh,Warangal,2017,101,1772,2779,254757,23,50,49,High
Karnataka,Bidar,2017,5,1465,3091,165311,37,81,12,Low
Rajasthan,Bidar,2015,18,1096,3372,175093,35,84,31,Low
Rajasthan,Bidar,2019,17,771,3121,33770,38,53,28,Low
Andhra Pradesh,Kurnool,2015,135,1293,3295,177522,11,28,63,High
Andhra Pradesh,Nagaur,2018,109,611,3356,92576,32,76,79,High
Telangana,Yavatmal,2019,5,1228,3168,125428,42,30,1,Low
Rajasthan,Yavatmal,2015,89,588,3247,89155,20,25,45,Medium
Rajasthan,Warangal,2016,120,311,1832,132395,30,13,51,High
Maharashtra,Nagaur,2019,5,686,2249,237328,28,77,13,Low
Andhra Pradesh,Sangrur,2015,147,1114,1917,236271,25,43,72,High
Andhra Pradesh,Bidar,2015,179,772,1992,285233,23,24,70,High
Telangana,Bidar,2020,115,1007,3397,204166,22,30,56,High
Karnataka,Kurnool,2019,107,932,1992,83251,26,41,71,High
Andhra Pradesh,Warangal,2017,5,643,4911,105320,42,64,19,Low
Telangana,Nagaur,2015,132,1333,4663,261615,8,47,59,High
Karnataka,Sangrur,2019,111,1601,4336,210680,31,21,44,High
Maharashtra,Kurnool,2017,78,1356,2536,99835,10,45,55,Medium
Punjab,Yavatmal,2015,53,1149,1832,80613,12,7,25,Medium
Punjab,Yavatmal,2016,5,1184,4166,85918,22,61,16,Low
Rajasthan,Bidar,2021,57,1046,3484,64622,29,36,38,Medium
Telangana,Kurnool,2022,135,887,1656,74772,31,17,72,High
Telangana,Bidar,2017,106,332,1376,115205,48,13,50,High
Punjab,Warangal,2019,5,1340,4127,114193,7,73,14,Low
Rajasthan,Yavatmal,2019,5,1256,3966,252345,29,81,16,Low
Maharashtra,Kurnool,2019,157,897,1767,275456,27,53,73,High
Maharashtra,Yavatmal,2019,131,422,3389,294012,12,63,65,High
Telangana,Warangal,2019,124,394,2148,265560,11,73,69,High
Rajasthan,Bidar,2020,66,388,2938,271876,6,14,16,Medium
Andhra Pradesh,Kurnool,2022,50,1304,3094,133021,12,47,36,Medium
Karnataka,Kurnool,2019,123,1400,1768,297751,7,71,71,High
Punjab,Sangrur,2019,39,841,1358,168570,47,64,40,Low
Andhra Pradesh,Yavatmal,2018,5,1188,4038,132658,40,47,15,Low
Karnataka,Sangrur,2017,5,1688,1089,34576,24,81,33,Low
Andhra Pradesh,Nagaur,2017,64,1081,3151,74518,23,51,54,Medium
Rajasthan,Sangrur,2021,57,522,4080,153980,18,64,46,Medium
Andhra Pradesh,Sangrur,2020,63,1541,2985,50156,17,55,50,Medium
Karnataka,Nagaur,2022,87,1288,3497,272735,15,85,55,Medium
Punjab,Warangal,2022,197,1409,2859,275191,13,6,70,High
Telangana,Nagaur,2022,61,923,2835,227687,30,55,32,Medium
Karnataka,Yavatmal,2015,135,1183,3539,293356,6,46,65,High
Karnataka,Warangal,2015,60,1487,4816,186926,32,42,33,Medium
Andhra Pradesh,Nagaur,2020,5,644,3492,67905,10,86,15,Low
Andhra Pradesh,Sangrur,2018,54,1320,2592,180214,21,54,32,Medium
Karnataka,Kurnool,2021,121,386,3877,63205,33,26,65,High
Andhra Pradesh,Yavatmal,2017,98,766,2124,158140,14,70,70,High
Telangana,Bidar,2018,51,1127,1430,235863,11,50,23,Medium
Rajasthan,Nagaur,2019,5,1576,1532,47152,23,64,33,Low
Maharashtra,Sangrur,2017,80,1631,3786,217163,10,74,55,Medium
Rajasthan,Bidar,2022,38,323,4012,123608,46,81,47,Low
Andhra Pradesh,Kurnool,2021,139,1671,1797,210378,39,30,60,High
Karnataka,Bidar,2022,32,330,2892,288492,47,67,18,Low
Maharashtra,Yavatmal,2020,24,1568,3018,203917,16,39,11,Low
Karnataka,Warangal,2015,108,1755,1159,184195,35,8,38,High
Karnataka,Sangrur,2019,81,1409,4645,237167,21,82,62,Medium
Maharashtra,Kurnool,2017,42,1197,4694,243708,20,22,7,Medium
Telangana,Bidar,2020,5,597,1232,49515,44,87,37,Low
Maharashtra,Kurnool,2022,64,790,4690,178345,35,84,56,Medium
Karnataka,Nagaur,2018,77,1099,3411,37025,22,72,73,Medium
Maharashtra,Sangrur,2021,37,340,4367,116928,6,83,52,Low
Karnataka,Warangal,2020,170,465,2049,295232,28,35,77,High
Punjab,Yavatmal,2021,94,400,1879,231533,45,31,35,High
Andhra Pradesh,Nagaur,2017,151,1607,4430,44716,42,13,76,High
Andhra Pradesh,Warangal,2017,18,1301,3656,169596,48,69,25,Low
Punjab,Nagaur,2017,133,494,2550,194486,5,53,73,High
Punjab,Kurnool,2018,5,695,2374,128384,40,71,1,Low
Punjab,Kurnool,2021,5,767,2165,175763,9,83,6,Low
Punjab,Kurnool,2019,70,744,1965,238590,20,28,23,Medium
Maharashtra,Nagaur,2015,70,1756,1912,292640,48,49,30,Medium
Rajasthan,Yavatmal,2021,24,1726,2692,146481,40,23,7,Low
Rajasthan,Sangrur,2020,44,554,1207,188145,35,75,43,Medium
Telangana,Kurnool,2022,148,1055,2446,199564,48,9,55,High
Maharashtra,Kurnool,2017,132,1033,4186,287972,34,7,43,High
Andhra Pradesh,Bidar,2015,89,596,3409,89980,19,58,69,Medium
Punjab,Sangrur,2022,125,843,3515,124527,14,17,63,High
Andhra Pradesh,Nagaur,2022,5,1096,2118,168709,25,80,11,Low
Maharashtra,Bidar,2016,15,781,4970,230015,8,88,25,Low
Maharashtra,Sangrur,2019,75,572,2177,132391,27,60,52,Medium
Telangana,Kurnool,2016,5,1411,4870,194762,6,82,4,Low
Andhra Pradesh,Warangal,2017,5,1559,2013,255407,12,70,6,Low
Telangana,Kurnool,2016,138,1013,3838,80818,36,24,74,High
Telangana,Sangrur,2020,115,461,3916,254083,12,75,70,High
Telangana,Yavatmal,2017,5,1544,1472,251716,7,86,10,Low
Karnataka,Bidar,2022,123,1061,4185,210249,19,37,62,High
Punjab,Bidar,2022,13,1190,2525,46978,29,61,32,Low
Andhra Pradesh,Warangal,2015,51,1758,2861,275720,26,43,23,Medium
Telangana,Warangal,2020,100,474,3810,281831,45,70,59,High
Karnataka,Bidar,2018,61,1061,4926,211601,15,38,33,Medium
Andhra Pradesh,Bidar,2020,113,997,4937,199737,19,46,57,High
Telangana,Bidar,2016,123,591,1968,222608,35,74,74,High
Telangana,Nagaur,2020,88,1400,1207,234541,33,10,26,Medium
Andhra Pradesh,Sangrur,2018,155,373,2660,282862,5,56,76,High
Karnataka,Sangrur,2018,87,754,2929,272802,40,70,50,Medium
Maharashtra,Nagaur,2017,16,341,1464,297885,26,72,19,Low
Karnataka,Warangal,2017,5,708,3159,110522,43,72,25,Low
Punjab,Yavatmal,2015,5,1384,2635,207505,13,80,2,Low
Andhra Pradesh,Nagaur,2019,86,1503,2023,284084,8,13,22,Medium
Maharashtra,Kurnool,2016,94,606,1265,190389,9,74,63,High
Karnataka,Sangrur,2017,66,1320,3179,128938,36,55,52,Medium
Maharashtra,Yavatmal,2018,90,881,3218,195229,20,63,53,Medium
Maharashtra,Bidar,2021,124,1180,4368,158614,35,23,62,High
Andhra Pradesh,Sangrur,2015,121,879,4611,198217,44,23,55,High
Karnataka,Bidar,2017,69,790,1340,50951,29,51,55,Medium
Punjab,Kurnool,2019,5,1717,1823,113211,37,75,17,Low
Telangana,Nagaur,2015,78,1629,4876,80385,30,84,72,Medium
Andhra Pradesh,Sangrur,2022,108,1201,1890,273234,37,22,37,High
Maharashtra,Kurnool,2016,62,1689,3000,286216,38,14,7,Medium
Andhra Pradesh,Kurnool,2018,46,1335,1400,265311,24,30,12,Medium
Andhra Pradesh,Yavatmal,2019,159,845,3822,280220,39,19,65,High
Karnataka,Yavatmal,2017,144,1574,2870,231466,10,56,79,High
Karnataka,Kurnool,2019,74,555,1765,98447,36,57,59,Medium
Rajasthan,Warangal,2020,128,1085,2250,85063,6,17,62,High
Andhra Pradesh,Sangrur,2019,24,592,1484,55378,27,32,18,Low
Telangana,Bidar,2022,27,1477,3863,121782,12,60,31,Low
Telangana,Sangrur,2021,62,885,1166,131732,45,75,54,Medium
Punjab,Kurnool,2016,87,1416,3888,282771,14,87,56,Medium
Karnataka,Kurnool,2015,82,1229,1940,266503,13,11,16,Medium
Rajasthan,Yavatmal,2017,23,438,4708,88105,46,17,12,Low
Telangana,Yavatmal,2018,86,391,4671,158068,41,16,40,Medium
Maharashtra,Bidar,2019,16,436,3237,281519,26,51,5,Low
Karnataka,Warangal,2020,27,542,2810,37887,35,71,42,Low
Maharashtra,Kurnool,2016,152,445,1322,240171,27,7,55,High
Punjab,Warangal,2021,100,1796,1381,158279,12,13,37,High
Andhra Pradesh,Warangal,2019,5,339,2382,171294,10,73,14,Low
Maharashtra,Yavatmal,2019,9,810,2283,235383,28,79,17,Low
Andhra Pradesh,Bidar,2016,32,918,1815,226523,49,84,33,Low
Rajasthan,Warangal,2022,93,1138,1417,93083,18,20,43,High
Karnataka,Yavatmal,2022,63,1404,3827,45487,10,23,41,Medium
Punjab,Bidar,2015,5,1347,2496,36277,41,89,4,Low
Telangana,Nagaur,2015,141,647,3896,288445,11,55,65,High
Rajasthan,Bidar,2021,89,765,1098,290705,46,15,27,Medium
Punjab,Yavatmal,2019,43,1368,2495,167046,16,53,31,Medium
Telangana,Kurnool,2015,101,1687,1178,278966,49,10,24,High
